Request_ID,Customer_ID,Product_ID,Created_At,Available_At,Request_Type,Requirement_Text,Decision_At,Status,Outcome_Text,Owner_Unit,Source_System
PDR-000599,C_746892,P_459910,2020-10-17,2020-10-18,بهبود استحکام,افزایش استحکام برای کاهش پارگی در سرعت بالاتر درخواست شد. حجم نمونه پیشنهادی 54 کیلوگرم است.,2020-12-08,نمونه تأیید,نمونه برای آزمون مشتری آماده شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000600,C_806376,P_RARE_Product_Family_02,2021-04-30,2021-05-02,بهبود شید رنگ,پایداری شید رنگ در بچ,2021-07-07,درحال توسعه,درخواست با محدودیت فنی فعلی سازگار نبود.,کنترل کیفیت,PLM_REQUESTS
PDR-000601,C_769491,P_485297,2020-10-12,2020-10-13,تغییر دنیر,مشتری دنیر میانی برای محصول جدید خود درخواست کرده است. حجم نمونه پیشنهادی 175 کیلوگرم است.,2020-11-29,نمونه تأیید,درخواست با محدودیت فنی فعلی سازگار نبود.,کنترل کیفیت,PLM_REQUESTS
PDR-000602,C_672256,P_RARE_Product_Family_03,2020-07-26,2020-07-27,بهبود شید رنگ,پایداری شید رنگ در بچ,2020-08-12,درحال توسعه,نتیجه بررسی فنی و برنامه اقدام ثبت شد.,تحقیق,PLM_REQUESTS
PDR-000603,C_980626,P_635050,2021-07-28,2021-07-28,تغییر دنیر,مشتری دنیر میانی برای محصول جدید خود درخواست کرده است. حجم نمونه پیشنهادی 404 کیلوگرم است.,2021-10-23,فنی رد,نمونه برای آزمون مشتری آماده شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000604,C_664019,P_RARE_Product_Family_03,2020-09-14,2020-09-15,تغییر دنیر,مشتری دنیر میانی برای محصول جدید خود درخواست کرده است. حجم نمونه پیشنهادی 89 کیلوگرم است.,2020-12-02,درحال توسعه,درخواست با محدودیت فنی فعلی سازگار نبود.,تحقیق,PLM_REQUESTS
PDR-000605,C_862106,P_343377,2020-07-23,2020-07-23,بهبود استحکام,افزایش استحکام برای کاهش پارگی در سرعت بالاتر درخواست شد. حجم نمونه پیشنهادی 417 کیلوگرم است.,2020-09-20,نمونه تأیید,نمونه برای آزمون مشتری آماده شد.,برنامه,PLM_REQUESTS
PDR-000606,C_746892,P_RARE_Product_Family_03,2020-12-09,2020-12-09,تغییر دنیر,مشتری دنیر میانی برای محصول جدید خود درخواست کرده است. حجم نمونه پیشنهادی 404 کیلوگرم است.,,درحال بررسی,,کنترل کیفیت,PLM_REQUESTS
PDR-000607,C_479796,P_691393,2020-10-17,2020-10-19,کاهش پرز,کاهش پرز و یکنواختی بهتر در فرایند بعدی مورد انتظار است. حجم نمونه پیشنهادی 97 کیلوگرم است.,,درحال بررسی,,برنامه,PLM_REQUESTS
PDR-000608,C_951507,P_970581,2021-09-30,2021-09-30,بهبود استحکام,افزایش استحکام برای کاهش پارگی در سرعت بالاتر درخواست شد. حجم نمونه پیشنهادی 247 کیلوگرم است.,,درحال بررسی,,برنامه,PLM_REQUESTS
PDR-000609,C_317124,P_495385,2021-07-18,2021-07-20,بهبود شید رنگ,پایداری شید رنگ در بچ,2021-09-26,نمونه تأیید,درخواست با محدودیت فنی فعلی سازگار نبود.,تحقیق,PLM_REQUESTS
PDR-000610,C_603968,P_975626,2020-12-08,2020-12-09,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 185 کیلوگرم است.,2021-03-06,فنی رد,نمونه برای آزمون مشتری آماده شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000611,C_147153,P_RARE_Product_Family_03,2021-01-10,2021-01-12,کاهش پرز,کاهش پرز و یکنواختی بهتر در فرایند بعدی مورد انتظار است. حجم نمونه پیشنهادی 392 کیلوگرم است.,2021-01-27,نمونه تأیید,نمونه برای آزمون مشتری آماده شد.,تحقیق,PLM_REQUESTS
PDR-000612,C_762928,P_RARE_Product_Family_04,2021-08-08,2021-08-10,کاهش پرز,کاهش پرز و یکنواختی بهتر در فرایند بعدی مورد انتظار است. حجم نمونه پیشنهادی 124 کیلوگرم است.,,درحال بررسی,,برنامه,PLM_REQUESTS
PDR-000613,C_877858,P_335773,2020-10-02,2020-10-02,بهبود شید رنگ,پایداری شید رنگ در بچ,2020-12-09,درحال توسعه,بررسی فنی و برنامه,برنامه,PLM_REQUESTS
PDR-000614,C_282979,P_434331,2020-04-11,2020-04-13,تغییر دنیر,مشتری دنیر میانی برای محصول جدید خود درخواست کرده است. حجم نمونه پیشنهادی 327 کیلوگرم است.,,درحال بررسی,,برنامه,PLM_REQUESTS
PDR-000615,C_317216,P_499327,2021-02-25,2021-02-25,تغییر دنیر,مشتری دنیر میانی برای محصول جدید خود درخواست کرده است. حجم نمونه پیشنهادی 413 کیلوگرم است.,2021-06-01,نمونه تأیید,بررسی فنی و برنامه,برنامه,PLM_REQUESTS
PDR-000616,C_322219,P_844122,2020-09-17,2020-09-17,کاهش پرز,کاهش پرز و یکنواختی بهتر در فرایند بعدی مورد انتظار است. حجم نمونه پیشنهادی 318 کیلوگرم است.,2020-10-24,فنی رد,درخواست با محدودیت فنی فعلی سازگار نبود.,کنترل کیفیت,PLM_REQUESTS
PDR-000617,C_472366,P_700346,2022-02-22,2022-02-23,کاهش پرز,کاهش پرز و یکنواختی بهتر در فرایند بعدی مورد انتظار است. حجم نمونه پیشنهادی 481 کیلوگرم است.,,درحال بررسی,,تحقیق,PLM_REQUESTS
PDR-000618,C_051706,P_820647,2021-01-19,2021-01-21,تغییر دنیر,مشتری دنیر میانی برای محصول جدید خود درخواست کرده است. حجم نمونه پیشنهادی 384 کیلوگرم است.,,درحال بررسی,,تحقیق,PLM_REQUESTS
PDR-000619,C_117580,P_593409,2020-06-13,2020-06-13,بسته,ابعاد و چیدمان بسته,,درحال بررسی,,تحقیق,PLM_REQUESTS
PDR-000620,C_980626,P_RARE_Product_Family_03,2022-02-16,2022-02-18,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 453 کیلوگرم است.,,درحال بررسی,,کنترل کیفیت,PLM_REQUESTS
PDR-000621,C_696763,P_RARE_Product_Family_03,2021-11-19,2021-11-20,بسته,ابعاد و چیدمان بسته,2022-03-02,درحال توسعه,بررسی فنی و برنامه,تحقیق,PLM_REQUESTS
PDR-000622,C_050237,P_RARE_Product_Family_04,2020-08-31,2020-08-31,تغییر دنیر,مشتری دنیر میانی برای محصول جدید خود درخواست کرده است. حجم نمونه پیشنهادی 205 کیلوگرم است.,2020-11-22,نمونه تأیید,نتیجه بررسی فنی و برنامه اقدام ثبت شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000623,C_284990,P_RARE_Product_Family_03,2020-05-27,2020-05-29,بسته,ابعاد و چیدمان بسته,2020-07-30,فنی رد,درخواست با محدودیت فنی فعلی سازگار نبود.,برنامه,PLM_REQUESTS
PDR-000624,C_258325,P_140222,2020-12-13,2020-12-13,بهبود استحکام,افزایش استحکام برای کاهش پارگی در سرعت بالاتر درخواست شد. حجم نمونه پیشنهادی 248 کیلوگرم است.,2021-01-04,فنی رد,نمونه برای آزمون مشتری آماده شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000625,C_683666,P_869644,2021-08-24,2021-08-26,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 50 کیلوگرم است.,2021-11-24,درحال توسعه,نمونه برای آزمون مشتری آماده شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000626,C_519849,P_655124,2020-10-23,2020-10-24,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 383 کیلوگرم است.,2021-01-03,نمونه تأیید,بررسی فنی و برنامه,برنامه,PLM_REQUESTS
PDR-000627,C_117580,P_RARE_Product_Family_02,2020-08-23,2020-08-23,بسته,ابعاد و چیدمان بسته,,درحال بررسی,,برنامه,PLM_REQUESTS
PDR-000628,C_683666,P_505407,2022-02-03,2022-02-04,بهبود شید رنگ,پایداری شید رنگ در بچ,2022-05-14,فنی رد,نمونه برای آزمون مشتری آماده شد.,تحقیق,PLM_REQUESTS
PDR-000629,C_806376,P_769459,2020-12-19,2020-12-19,کاهش پرز,کاهش پرز و یکنواختی بهتر در فرایند بعدی مورد انتظار است. حجم نمونه پیشنهادی 280 کیلوگرم است.,2021-03-10,نمونه تأیید,نتیجه بررسی فنی و برنامه اقدام ثبت شد.,تحقیق,PLM_REQUESTS
PDR-000630,C_593639,P_RARE_Product_Family_03,2021-07-04,2021-07-05,کاهش پرز,کاهش پرز و یکنواختی بهتر در فرایند بعدی مورد انتظار است. حجم نمونه پیشنهادی 204 کیلوگرم است.,2021-08-26,درحال توسعه,بررسی فنی و برنامه,کنترل کیفیت,PLM_REQUESTS
PDR-000631,C_472366,P_593409,2022-05-12,2022-05-14,تغییر دنیر,مشتری دنیر میانی برای محصول جدید خود درخواست کرده است. حجم نمونه پیشنهادی 88 کیلوگرم است.,,درحال بررسی,,تحقیق,PLM_REQUESTS
PDR-000632,C_317124,P_RARE_Product_Family_03,2022-01-18,2022-01-18,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 401 کیلوگرم است.,2022-04-20,درحال توسعه,نمونه برای آزمون مشتری آماده شد.,تحقیق,PLM_REQUESTS
PDR-000633,C_857626,P_RARE_Product_Family_03,2021-04-24,2021-04-25,کاهش پرز,کاهش پرز و یکنواختی بهتر در فرایند بعدی مورد انتظار است. حجم نمونه پیشنهادی 89 کیلوگرم است.,2021-05-16,فنی رد,نمونه برای آزمون مشتری آماده شد.,تحقیق,PLM_REQUESTS
PDR-000634,C_683666,P_569454,2020-10-29,2020-10-31,کاهش پرز,کاهش پرز و یکنواختی بهتر در فرایند بعدی مورد انتظار است. حجم نمونه پیشنهادی 462 کیلوگرم است.,2020-12-10,نمونه تأیید,نمونه برای آزمون مشتری آماده شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000635,C_980626,P_650055,2020-12-21,2020-12-21,بسته,ابعاد و چیدمان بسته,2021-02-20,فنی رد,بررسی فنی و برنامه,تحقیق,PLM_REQUESTS
PDR-000636,C_672706,P_RARE_Product_Family_02,2021-08-21,2021-08-22,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 160 کیلوگرم است.,,درحال بررسی,,کنترل کیفیت,PLM_REQUESTS
PDR-000637,C_412635,P_445943,2021-12-08,2021-12-10,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 481 کیلوگرم است.,,درحال بررسی,,کنترل کیفیت,PLM_REQUESTS
PDR-000638,C_185126,P_033867,2020-06-15,2020-06-15,تغییر دنیر,مشتری دنیر میانی برای محصول جدید خود درخواست کرده است. حجم نمونه پیشنهادی 222 کیلوگرم است.,2020-07-16,نمونه تأیید,بررسی فنی و برنامه,کنترل کیفیت,PLM_REQUESTS
PDR-000639,C_657627,P_RARE_Product_Family_03,2021-09-03,2021-09-04,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 362 کیلوگرم است.,2021-10-23,درحال توسعه,نمونه برای آزمون مشتری آماده شد.,برنامه,PLM_REQUESTS
PDR-000640,C_535756,P_192876,2021-09-27,2021-09-28,تغییر دنیر,مشتری دنیر میانی برای محصول جدید خود درخواست کرده است. حجم نمونه پیشنهادی 409 کیلوگرم است.,,درحال بررسی,,کنترل کیفیت,PLM_REQUESTS
PDR-000641,C_593639,P_RARE_Product_Family_05,2022-04-28,2022-04-28,بهبود استحکام,افزایش استحکام برای کاهش پارگی در سرعت بالاتر درخواست شد. حجم نمونه پیشنهادی 173 کیلوگرم است.,,درحال بررسی,,کنترل کیفیت,PLM_REQUESTS
PDR-000642,C_172705,P_945371,2021-09-01,2021-09-01,بهبود استحکام,افزایش استحکام برای کاهش پارگی در سرعت بالاتر درخواست شد. حجم نمونه پیشنهادی 61 کیلوگرم است.,2021-10-03,درحال توسعه,بررسی فنی و برنامه,برنامه,PLM_REQUESTS
PDR-000643,C_512037,P_490196,2021-02-27,2021-03-01,کاهش پرز,کاهش پرز و یکنواختی بهتر در فرایند بعدی مورد انتظار است. حجم نمونه پیشنهادی 333 کیلوگرم است.,2021-06-09,فنی رد,نمونه برای آزمون مشتری آماده شد.,برنامه,PLM_REQUESTS
PDR-000644,C_074947,P_048748,2021-12-17,2021-12-19,بسته,ابعاد و چیدمان بسته,,درحال بررسی,,تحقیق,PLM_REQUESTS
PDR-000645,C_806376,P_700346,2021-10-11,2021-10-12,تغییر دنیر,مشتری دنیر میانی برای محصول جدید خود درخواست کرده است. حجم نمونه پیشنهادی 467 کیلوگرم است.,2021-12-02,فنی رد,نمونه برای آزمون مشتری آماده شد.,تحقیق,PLM_REQUESTS
PDR-000646,C_258325,P_140222,2021-09-19,2021-09-20,بسته,ابعاد و چیدمان بسته,2021-10-10,نمونه تأیید,بررسی فنی و برنامه,تحقیق,PLM_REQUESTS
PDR-000647,C_117580,P_RARE_Product_Family_02,2020-12-16,2020-12-16,تغییر دنیر,مشتری دنیر میانی برای محصول جدید خود درخواست کرده است. حجم نمونه پیشنهادی 70 کیلوگرم است.,,درحال بررسی,,برنامه,PLM_REQUESTS
PDR-000648,C_862106,P_343377,2021-01-10,2021-01-12,بسته,ابعاد و چیدمان بسته,2021-01-25,فنی رد,نمونه برای آزمون مشتری آماده شد.,تحقیق,PLM_REQUESTS
PDR-000649,C_274912,P_682478,2021-11-17,2021-11-18,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 90 کیلوگرم است.,2022-02-10,نمونه تأیید,نتیجه بررسی فنی و برنامه اقدام ثبت شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000650,C_479796,P_725670,2020-03-27,2020-03-27,بسته,ابعاد و چیدمان بسته,,درحال بررسی,,تحقیق,PLM_REQUESTS
PDR-000651,C_672706,P_RARE_Product_Family_05,2022-01-19,2022-01-20,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 284 کیلوگرم است.,2022-02-20,نمونه تأیید,درخواست با محدودیت فنی فعلی سازگار نبود.,تحقیق,PLM_REQUESTS
PDR-000652,C_422697,P_RARE_Product_Family_05,2020-04-22,2020-04-23,تغییر دنیر,مشتری دنیر میانی برای محصول جدید خود درخواست کرده است. حجم نمونه پیشنهادی 283 کیلوگرم است.,2020-06-24,فنی رد,نمونه برای آزمون مشتری آماده شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000653,C_245948,P_RARE_Product_Family_04,2020-04-27,2020-04-29,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 295 کیلوگرم است.,2020-07-19,نمونه تأیید,بررسی فنی و برنامه,برنامه,PLM_REQUESTS
PDR-000654,C_050237,P_RARE_Product_Family_04,2021-04-13,2021-04-15,تغییر دنیر,مشتری دنیر میانی برای محصول جدید خود درخواست کرده است. حجم نمونه پیشنهادی 230 کیلوگرم است.,2021-05-07,فنی رد,نمونه برای آزمون مشتری آماده شد.,برنامه,PLM_REQUESTS
PDR-000655,C_245948,P_RARE_Product_Family_04,2021-08-14,2021-08-14,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 387 کیلوگرم است.,2021-09-27,درحال توسعه,بررسی فنی و برنامه,برنامه,PLM_REQUESTS
PDR-000656,C_317124,P_RARE_Product_Family_03,2022-03-13,2022-03-13,کاهش پرز,کاهش پرز و یکنواختی بهتر در فرایند بعدی مورد انتظار است. حجم نمونه پیشنهادی 59 کیلوگرم است.,,درحال بررسی,,تحقیق,PLM_REQUESTS
PDR-000657,C_426816,P_225225,2020-10-29,2020-10-30,کاهش پرز,کاهش پرز و یکنواختی بهتر در فرایند بعدی مورد انتظار است. حجم نمونه پیشنهادی 316 کیلوگرم است.,,درحال بررسی,,کنترل کیفیت,PLM_REQUESTS
PDR-000658,C_683666,P_RARE_Product_Family_03,2020-07-18,2020-07-20,بهبود استحکام,افزایش استحکام برای کاهش پارگی در سرعت بالاتر درخواست شد. حجم نمونه پیشنهادی 193 کیلوگرم است.,2020-10-06,درحال توسعه,درخواست با محدودیت فنی فعلی سازگار نبود.,تحقیق,PLM_REQUESTS
PDR-000659,C_746892,P_494409,2022-07-28,2022-07-28,بهبود استحکام,افزایش استحکام برای کاهش پارگی در سرعت بالاتر درخواست شد. حجم نمونه پیشنهادی 166 کیلوگرم است.,2022-11-05,فنی رد,نمونه برای آزمون مشتری آماده شد.,تحقیق,PLM_REQUESTS
PDR-000660,C_421536,P_RARE_Product_Family_05,2021-04-26,2021-04-28,بسته,ابعاد و چیدمان بسته,2021-06-09,نمونه تأیید,نمونه برای آزمون مشتری آماده شد.,برنامه,PLM_REQUESTS
PDR-000661,C_683666,P_555923,2022-01-19,2022-01-20,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 118 کیلوگرم است.,2022-02-13,فنی رد,بررسی فنی و برنامه,تحقیق,PLM_REQUESTS
PDR-000662,C_746892,P_427361,2021-02-13,2021-02-13,بهبود استحکام,افزایش استحکام برای کاهش پارگی در سرعت بالاتر درخواست شد. حجم نمونه پیشنهادی 261 کیلوگرم است.,2021-05-19,نمونه تأیید,نمونه برای آزمون مشتری آماده شد.,برنامه,PLM_REQUESTS
PDR-000663,C_633661,P_RARE_Product_Family_03,2022-04-18,2022-04-20,بهبود استحکام,افزایش استحکام برای کاهش پارگی در سرعت بالاتر درخواست شد. حجم نمونه پیشنهادی 429 کیلوگرم است.,,درحال بررسی,,کنترل کیفیت,PLM_REQUESTS
PDR-000664,C_185126,P_444447,2020-09-03,2020-09-04,کاهش پرز,کاهش پرز و یکنواختی بهتر در فرایند بعدی مورد انتظار است. حجم نمونه پیشنهادی 51 کیلوگرم است.,2020-10-28,درحال توسعه,نمونه برای آزمون مشتری آماده شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000665,C_117580,P_593409,2020-07-11,2020-07-11,بهبود استحکام,افزایش استحکام برای کاهش پارگی در سرعت بالاتر درخواست شد. حجم نمونه پیشنهادی 399 کیلوگرم است.,2020-08-16,فنی رد,نتیجه بررسی فنی و برنامه اقدام ثبت شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000666,C_683666,P_637093,2020-10-20,2020-10-22,بسته,ابعاد و چیدمان بسته,2020-11-05,درحال توسعه,بررسی فنی و برنامه,کنترل کیفیت,PLM_REQUESTS
PDR-000667,C_421536,P_995713,2020-07-16,2020-07-17,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 269 کیلوگرم است.,2020-10-10,فنی رد,نمونه برای آزمون مشتری آماده شد.,تحقیق,PLM_REQUESTS
PDR-000668,C_193151,P_628091,2020-07-19,2020-07-19,بهبود استحکام,افزایش استحکام برای کاهش پارگی در سرعت بالاتر درخواست شد. حجم نمونه پیشنهادی 192 کیلوگرم است.,,درحال بررسی,,تحقیق,PLM_REQUESTS
PDR-000669,C_593639,P_RARE_Product_Family_05,2020-09-15,2020-09-17,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 475 کیلوگرم است.,,درحال بررسی,,برنامه,PLM_REQUESTS
PDR-000670,C_951507,P_230552,2022-03-11,2022-03-12,بسته,ابعاد و چیدمان بسته,2022-05-14,درحال توسعه,نمونه برای آزمون مشتری آماده شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000671,C_117580,P_593409,2020-07-28,2020-07-30,تغییر دنیر,مشتری دنیر میانی برای محصول جدید خود درخواست کرده است. حجم نمونه پیشنهادی 137 کیلوگرم است.,2020-10-20,نمونه تأیید,بررسی فنی و برنامه,کنترل کیفیت,PLM_REQUESTS
PDR-000672,C_598080,P_RARE_Product_Family_03,2022-02-20,2022-02-20,کاهش پرز,کاهش پرز و یکنواختی بهتر در فرایند بعدی مورد انتظار است. حجم نمونه پیشنهادی 206 کیلوگرم است.,,درحال بررسی,,تحقیق,PLM_REQUESTS
PDR-000673,C_150182,P_715924,2020-11-12,2020-11-13,بسته,ابعاد و چیدمان بسته,,درحال بررسی,,کنترل کیفیت,PLM_REQUESTS
PDR-000674,C_937594,P_672380,2020-08-24,2020-08-24,بسته,ابعاد و چیدمان بسته,2020-11-08,فنی رد,نمونه برای آزمون مشتری آماده شد.,برنامه,PLM_REQUESTS
PDR-000675,C_698497,P_335773,2021-10-08,2021-10-09,کاهش پرز,کاهش پرز و یکنواختی بهتر در فرایند بعدی مورد انتظار است. حجم نمونه پیشنهادی 143 کیلوگرم است.,,درحال بررسی,,برنامه,PLM_REQUESTS
PDR-000676,C_746892,P_856221,2020-07-29,2020-07-31,بسته,ابعاد و چیدمان بسته,,درحال بررسی,,تحقیق,PLM_REQUESTS
PDR-000677,C_672706,P_RARE_Product_Family_05,2021-02-28,2021-02-28,بهبود استحکام,افزایش استحکام برای کاهش پارگی در سرعت بالاتر درخواست شد. حجم نمونه پیشنهادی 162 کیلوگرم است.,2021-04-14,نمونه تأیید,درخواست با محدودیت فنی فعلی سازگار نبود.,برنامه,PLM_REQUESTS
PDR-000678,C_050237,P_RARE_Product_Family_04,2021-11-18,2021-11-20,تغییر دنیر,مشتری دنیر میانی برای محصول جدید خود درخواست کرده است. حجم نمونه پیشنهادی 97 کیلوگرم است.,,درحال بررسی,,کنترل کیفیت,PLM_REQUESTS
PDR-000679,C_387172,P_RARE_Product_Family_03,2020-08-10,2020-08-10,بسته,ابعاد و چیدمان بسته,2020-08-26,نمونه تأیید,درخواست با محدودیت فنی فعلی سازگار نبود.,تحقیق,PLM_REQUESTS
PDR-000680,C_683666,P_611957,2021-10-14,2021-10-14,کاهش پرز,کاهش پرز و یکنواختی بهتر در فرایند بعدی مورد انتظار است. حجم نمونه پیشنهادی 211 کیلوگرم است.,,درحال بررسی,,کنترل کیفیت,PLM_REQUESTS
PDR-000681,C_342564,P_RARE_Product_Family_02,2020-06-14,2020-06-16,بهبود شید رنگ,پایداری شید رنگ در بچ,,درحال بررسی,,کنترل کیفیت,PLM_REQUESTS
PDR-000682,C_258325,P_337281,2021-12-25,2021-12-27,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 120 کیلوگرم است.,2022-03-16,نمونه تأیید,نتیجه بررسی فنی و برنامه اقدام ثبت شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000683,C_074947,P_961834,2021-06-22,2021-06-23,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 352 کیلوگرم است.,2021-08-22,فنی رد,نتیجه بررسی فنی و برنامه اقدام ثبت شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000684,C_274912,P_682478,2021-08-08,2021-08-10,بسته,ابعاد و چیدمان بسته,2021-09-29,درحال توسعه,بررسی فنی و برنامه,تحقیق,PLM_REQUESTS
PDR-000685,C_917207,P_RARE_Product_Family_02,2020-11-11,2020-11-12,بهبود استحکام,افزایش استحکام برای کاهش پارگی در سرعت بالاتر درخواست شد. حجم نمونه پیشنهادی 327 کیلوگرم است.,2020-12-14,نمونه تأیید,بررسی فنی و برنامه,تحقیق,PLM_REQUESTS
PDR-000686,C_412635,P_329401,2021-10-19,2021-10-20,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 419 کیلوگرم است.,2022-01-19,درحال توسعه,بررسی فنی و برنامه,تحقیق,PLM_REQUESTS
PDR-000687,C_063809,P_840489,2022-03-04,2022-03-04,بسته,ابعاد و چیدمان بسته,2022-05-15,نمونه تأیید,نمونه برای آزمون مشتری آماده شد.,تحقیق,PLM_REQUESTS
PDR-000688,C_502843,P_495385,2020-08-21,2020-08-23,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 386 کیلوگرم است.,2020-09-09,نمونه تأیید,نمونه برای آزمون مشتری آماده شد.,تحقیق,PLM_REQUESTS
PDR-000689,C_317124,P_RARE_Product_Family_03,2022-03-14,2022-03-15,کاهش پرز,کاهش پرز و یکنواختی بهتر در فرایند بعدی مورد انتظار است. حجم نمونه پیشنهادی 239 کیلوگرم است.,2022-06-11,درحال توسعه,نتیجه بررسی فنی و برنامه اقدام ثبت شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000690,C_314119,P_042415,2020-11-24,2020-11-26,بسته,ابعاد و چیدمان بسته,,درحال بررسی,,کنترل کیفیت,PLM_REQUESTS
PDR-000691,C_051535,P_RARE_Product_Family_04,2021-11-06,2021-11-06,بهبود شید رنگ,پایداری شید رنگ در بچ,2022-01-26,نمونه تأیید,بررسی فنی و برنامه,کنترل کیفیت,PLM_REQUESTS
PDR-000692,C_806376,P_275491,2021-11-21,2021-11-21,بسته,ابعاد و چیدمان بسته,2021-12-13,فنی رد,بررسی فنی و برنامه,برنامه,PLM_REQUESTS
PDR-000693,C_074947,P_936652,2021-09-23,2021-09-24,بهبود استحکام,افزایش استحکام برای کاهش پارگی در سرعت بالاتر درخواست شد. حجم نمونه پیشنهادی 491 کیلوگرم است.,,درحال بررسی,,برنامه,PLM_REQUESTS
PDR-000694,C_535756,P_635050,2021-04-02,2021-04-02,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 361 کیلوگرم است.,2021-05-22,درحال توسعه,بررسی فنی و برنامه,کنترل کیفیت,PLM_REQUESTS
PDR-000695,C_050237,P_RARE_Product_Family_04,2021-12-15,2021-12-16,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 451 کیلوگرم است.,,درحال بررسی,,برنامه,PLM_REQUESTS
PDR-000696,C_749821,P_RARE_Product_Family_05,2021-12-08,2021-12-09,بهبود استحکام,افزایش استحکام برای کاهش پارگی در سرعت بالاتر درخواست شد. حجم نمونه پیشنهادی 205 کیلوگرم است.,2022-03-19,درحال توسعه,نمونه برای آزمون مشتری آماده شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000697,C_984759,P_215720,2020-08-17,2020-08-19,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 452 کیلوگرم است.,2020-09-16,نمونه تأیید,نمونه برای آزمون مشتری آماده شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000698,C_421536,P_995713,2020-05-19,2020-05-20,بهبود شید رنگ,پایداری شید رنگ در بچ,2020-06-27,درحال توسعه,نمونه برای آزمون مشتری آماده شد.,کنترل کیفیت,PLM_REQUESTS
