Interaction_ID,Record_Version,Customer_ID,Product_ID,Event_Time,Available_At,Updated_At,Interaction_Type,Summary_Text,Next_Action,Record_Status,Source_System,Sales_Rep_ID
INT-0003255,1,C_849859,,2021-02-26,2021-02-27,2021-02-27,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: بدون اقدام؛ فوریت: فوری؛ کد پیگیری 1274.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0003256,1,C_851161,P_353119,2022-05-23,2022-05-24,2022-05-24,پیگیری سفارش,زمان,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0003257,1,C_851161,P_565736,2022-04-16,2022-04-18,2022-04-18,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: مهم؛ کد پیگیری 1272.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0003258,1,C_851161,,2022-05-07,2022-05-07,2022-05-07,کیفیت محصول,بازخورد کیفی مشتری دریافت و برای بررسی فنی ارجاع شد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 1275.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0003259,1,C_851161,P_565736,2022-06-14,2022-06-15,2022-06-15,کیفیت محصول,مشتری درباره یکنواختی محصول سؤال داشت و نمونه برای بررسی ثبت شد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 1277.,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0003260,1,C_851161,,2022-05-03,2022-05-04,2022-05-04,کیفیت محصول,مشتری درباره یکنواختی محصول سؤال داشت و نمونه برای بررسی ثبت شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 1279.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0003261,1,C_853926,,2021-02-11,2021-02-11,2021-02-11,کیفیت محصول,مشتری درباره یکنواختی محصول سؤال داشت و نمونه برای بررسی ثبت شد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 1276.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0003262,1,C_853926,P_855952,2022-04-11,2022-04-13,2022-04-13,برنامه خرید,مشتری برنامه تقریبی خرید دوره بعد را اعلام کرد. اقدام بعدی: پیگیری تلفنی؛ فوریت: فوری؛ کد پیگیری 1278.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0003263,1,C_853926,P_068092,2021-02-12,2021-02-13,2021-02-13,وصول مطالبات,زمان,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0003264,1,C_853926,P_855952,2020-12-27,2020-12-27,2020-12-27,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 1285.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0003265,1,C_853926,P_850083,2020-08-20,2020-08-22,2020-08-22,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: بدون اقدام؛ فوریت: مهم؛ کد پیگیری 1287.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0003266,1,C_853926,,2020-11-07,2020-11-08,2020-11-08,نمونه محصول,نمونه محصول جدید برای آزمون خط مشتری درخواست شد. اقدام بعدی: بازدید فنی؛ فوریت: مهم؛ کد پیگیری 1291.,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0003267,1,C_853926,P_293116,2021-01-06,2021-01-06,2021-01-06,پیگیری سفارش,زمان,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0003267,2,C_853926,P_293116,2021-01-06,2021-01-06,2021-01-09,پیگیری سفارش,زمان,پیگیری تلفنی,اصلاح,CRM_ACTIVITIES,REP-005
INT-0003268,1,C_853926,P_RARE_Product_Family_03,2020-09-18,2020-09-20,2020-09-20,وصول مطالبات,زمان,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0003269,1,C_853926,P_334309,2020-10-06,2020-10-07,2020-10-07,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: بازدید فنی؛ فوریت: فوری؛ کد پیگیری 1301.,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0003270,1,C_853926,,2020-03-29,2020-03-29,2020-03-29,وصول مطالبات,مشتری برنامه تسویه مرحله,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0003271,1,C_853926,P_334309,2022-05-25,2022-05-26,2022-05-26,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: جلسه قیمت؛ فوریت: فوری؛ کد پیگیری 1305.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0003272,1,C_854820,P_644608,2020-10-31,2020-11-02,2020-11-02,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 1293.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0003273,1,C_854820,P_644608,2020-09-17,2020-09-17,2020-09-17,پیگیری سفارش,زمان,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0003274,1,C_854820,P_644608,2020-09-25,2020-09-27,2020-09-27,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: مهم؛ کد پیگیری 1300.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0003275,1,C_854820,P_644608,2020-10-26,2020-10-26,2020-10-26,وصول مطالبات,مشتری برنامه تسویه مرحله,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0003276,1,C_854820,P_644608,2020-09-12,2020-09-13,2020-09-13,وصول مطالبات,زمان,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0003277,1,C_857626,P_RARE_Product_Family_05,2022-04-12,2022-04-14,2022-04-14,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: بازدید فنی؛ فوریت: فوری؛ کد پیگیری 1301.,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0003277,2,C_857626,P_RARE_Product_Family_05,2022-04-12,2022-04-14,2022-04-17,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: بازدید فنی؛ فوریت: فوری؛ کد پیگیری 1301. اطلاعات تکمیلی ثبت شد.,بازدید فنی,اصلاح,CRM_ACTIVITIES,REP-001
INT-0003278,1,C_857626,P_RARE_Product_Family_05,2021-09-15,2021-09-16,2021-09-16,وصول مطالبات,مشتری برنامه تسویه مرحله,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0003279,1,C_857626,P_RARE_Product_Family_03,2021-05-10,2021-05-12,2021-05-12,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: جلسه قیمت؛ فوریت: فوری؛ کد پیگیری 1305.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0003280,1,C_857626,P_RARE_Product_Family_05,2022-03-26,2022-03-28,2022-03-28,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: بازدید فنی؛ فوریت: فوری؛ کد پیگیری 1310.,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0003281,1,C_857626,P_RARE_Product_Family_05,2022-02-23,2022-02-24,2022-02-24,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: پیگیری تلفنی؛ فوریت: مهم؛ کد پیگیری 1314.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0003282,1,C_857626,,2022-04-10,2022-04-11,2022-04-11,خدمات فنی,کارشناس فنی راهنمایی اولیه برای مصرف محصول ارائه کرد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 1316.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0003283,1,C_857626,,2022-03-10,2022-03-10,2022-03-10,کیفیت محصول,بازخورد کیفی مشتری دریافت و برای بررسی فنی ارجاع شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 1318.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0003284,1,C_858384,,2021-09-04,2021-09-05,2021-09-05,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 1311.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0003285,1,C_858384,P_490196,2021-11-15,2021-11-15,2021-11-15,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 1315.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0003286,1,C_858384,P_978590,2020-04-05,2020-04-05,2020-04-05,وصول مطالبات,مشتری برنامه تسویه مرحله,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0003287,1,C_858384,,2021-08-31,2021-09-02,2021-09-02,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: بدون اقدام؛ فوریت: مهم؛ کد پیگیری 1319.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0003288,1,C_858384,P_407811,2021-07-28,2021-07-29,2021-07-29,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: بازدید فنی؛ فوریت: فوری؛ کد پیگیری 1321.,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0003289,1,C_858384,,2020-05-29,2020-05-29,2020-05-29,وصول مطالبات,زمان,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0003290,1,C_858494,P_RARE_Product_Family_05,2022-07-28,2022-07-29,2022-07-29,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: بدون اقدام؛ فوریت: مهم؛ کد پیگیری 1319.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0003291,1,C_858494,P_RARE_Product_Family_05,2022-06-14,2022-06-16,2022-06-16,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: بازدید فنی؛ فوریت: فوری؛ کد پیگیری 1321.,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0003292,1,C_858494,P_RARE_Product_Family_05,2022-08-10,2022-08-12,2022-08-12,وصول مطالبات,زمان,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0003293,1,C_858494,P_RARE_Product_Family_05,2022-06-27,2022-06-27,2022-06-27,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 1324. اطلاعات تکمیلی در نسخه دوم ثبت شد.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0003294,1,C_858494,P_RARE_Product_Family_05,2022-07-02,2022-07-04,2022-07-04,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 1326.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0003295,1,C_860828,P_490196,2021-02-16,2021-02-16,2021-02-16,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 1324.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-004
INT-0003296,1,C_860828,,2021-01-29,2021-01-29,2021-01-29,کیفیت محصول,مشتری درباره یکنواختی محصول سؤال داشت و نمونه برای بررسی ثبت شد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 1325.,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-004
INT-0003297,1,C_860828,,2021-03-01,2021-03-02,2021-03-02,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 1327.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-004
INT-0003298,1,C_860828,,2020-12-21,2020-12-21,2020-12-21,خدمات فنی,نیاز به بازدید فنی و تنظیم پارامترهای مصرف مطرح شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 1330.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-004
INT-0003299,1,C_860828,P_490196,2021-01-21,2021-01-22,2021-01-22,نمونه محصول,مشخصات نمونه و شرایط آزمون با مشتری هماهنگ شد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 1334.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-004
INT-0003300,1,C_860986,,2020-09-05,2020-09-07,2020-09-07,خدمات فنی,کارشناس فنی راهنمایی اولیه برای مصرف محصول ارائه کرد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 1328.,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-008
INT-0003301,1,C_860986,,2020-07-23,2020-07-23,2020-07-23,پیگیری سفارش,زمان,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-008
INT-0003302,1,C_860986,P_RARE_Product_Family_04,2020-08-23,2020-08-24,2020-08-24,خدمات فنی,کارشناس فنی راهنمایی اولیه برای مصرف محصول ارائه کرد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 1335.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-008
INT-0003303,1,C_860986,P_RARE_Product_Family_01,2020-09-23,2020-09-25,2020-09-25,برنامه خرید,مشتری برنامه تقریبی خرید دوره بعد را اعلام کرد. اقدام بعدی: ارسال نمونه؛ فوریت: مهم؛ کد پیگیری 1337.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-008
INT-0003304,1,C_860986,,2020-10-01,2020-10-02,2020-10-02,خدمات فنی,کارشناس فنی راهنمایی اولیه برای مصرف محصول ارائه کرد. اقدام بعدی: پیگیری تلفنی؛ فوریت: مهم؛ کد پیگیری 1339.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-008
INT-0003305,1,C_862106,P_RARE_Product_Family_04,2020-03-24,2020-03-26,2020-03-26,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 1336.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0003306,1,C_862106,P_577334,2021-12-31,2021-12-31,2021-12-31,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: بدون اقدام؛ فوریت: مهم؛ کد پیگیری 1338.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0003307,1,C_862106,P_343377,2020-11-18,2020-11-19,2020-11-19,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 1341.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0003308,1,C_862106,P_RARE_Product_Family_03,2021-03-15,2021-03-16,2021-03-16,پیگیری سفارش,زمان,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0003309,1,C_862106,P_RARE_Product_Family_03,2021-11-27,2021-11-29,2021-11-29,وصول مطالبات,زمان,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0003310,1,C_862106,,2020-02-17,2020-02-17,2020-02-17,نمونه محصول,مشخصات نمونه و شرایط آزمون با مشتری هماهنگ شد. اقدام بعدی: جلسه قیمت؛ فوریت: مهم؛ کد پیگیری 1353.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0003311,1,C_862106,P_RARE_Product_Family_03,2021-10-08,2021-10-10,2021-10-10,نمونه محصول,مشخصات نمونه و شرایط آزمون با مشتری هماهنگ شد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 1355.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0003311,2,C_862106,P_RARE_Product_Family_03,2021-10-08,2021-10-10,2021-10-15,نمونه محصول,مشخصات نمونه و شرایط آزمون با مشتری هماهنگ شد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 1355. اطلاعات تکمیلی ثبت شد.,ارسال نمونه,اصلاح,CRM_ACTIVITIES,REP-006
INT-0003312,1,C_862106,P_343377,2020-10-20,2020-10-21,2020-10-21,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 1357.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0003313,1,C_862106,P_850562,2020-10-08,2020-10-08,2020-10-08,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 1362.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0003314,1,C_862106,P_850562,2021-07-12,2021-07-14,2021-07-14,خدمات فنی,نیاز به بازدید فنی و تنظیم پارامترهای مصرف مطرح شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 1365.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0003315,1,C_862106,,2021-08-18,2021-08-19,2021-08-19,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: جلسه قیمت؛ فوریت: مهم؛ کد پیگیری 1367.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0003316,1,C_862106,P_108987,2020-04-19,2020-04-19,2020-04-19,کیفیت محصول,بازخورد کیفی مشتری دریافت و برای بررسی فنی ارجاع شد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 1370.,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0003316,2,C_862106,P_108987,2020-04-19,2020-04-19,2020-04-26,کیفیت محصول,بازخورد کیفی مشتری دریافت و برای بررسی فنی ارجاع شد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 1370. اطلاعات تکمیلی ثبت شد.,بازدید فنی,اصلاح,CRM_ACTIVITIES,REP-006
INT-0003317,1,C_862106,P_850562,2020-10-27,2020-10-29,2020-10-29,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: مهم؛ کد پیگیری 1375.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0003318,1,C_862106,P_850562,2020-11-13,2020-11-15,2020-11-15,وصول مطالبات,زمان,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0003319,1,C_862106,P_635050,2021-07-04,2021-07-05,2021-07-05,وصول مطالبات,زمان,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0003320,1,C_866805,P_514917,2021-11-19,2021-11-19,2021-11-19,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 1358.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-004
INT-0003321,1,C_866805,P_514917,2021-12-20,2021-12-21,2021-12-21,وصول مطالبات,زمان,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-004
INT-0003322,1,C_866805,,2021-12-02,2021-12-03,2021-12-03,وصول مطالبات,مشتری برنامه تسویه مرحله,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-004
INT-0003323,1,C_866805,P_514917,2021-10-19,2021-10-21,2021-10-21,وصول مطالبات,مشتری برنامه تسویه مرحله,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-004
INT-0003324,1,C_866805,P_514917,2021-12-15,2021-12-17,2021-12-17,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 1373.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-004
INT-0003325,1,C_866894,,2022-01-17,2022-01-17,2022-01-17,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: جلسه قیمت؛ فوریت: مهم؛ کد پیگیری 1367.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0003326,1,C_866894,P_285147,2021-04-08,2021-04-08,2021-04-08,کیفیت محصول,بازخورد کیفی مشتری دریافت و برای بررسی فنی ارجاع شد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 1370.,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0003327,1,C_866894,P_531902,2020-09-06,2020-09-07,2020-09-07,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: مهم؛ کد پیگیری 1375.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0003328,1,C_866894,,2020-07-29,2020-07-30,2020-07-30,وصول مطالبات,زمان,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0003329,1,C_866894,,2020-03-28,2020-03-30,2020-03-30,وصول مطالبات,زمان,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0003330,1,C_866894,P_631577,2020-06-18,2020-06-19,2020-06-19,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 1382.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0003330,2,C_866894,P_631577,2020-06-18,2020-06-19,2020-06-27,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 1382. اطلاعات تکمیلی ثبت شد.,پیگیری تلفنی,اصلاح,CRM_ACTIVITIES,REP-002
INT-0003331,1,C_866894,P_RARE_Product_Family_05,2021-06-21,2021-06-21,2021-06-21,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: بدون اقدام؛ فوریت: فوری؛ کد پیگیری 1387.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0003332,1,C_866894,,2020-03-27,2020-03-27,2020-03-27,برنامه خرید,مشتری برنامه تقریبی خرید دوره بعد را اعلام کرد. اقدام بعدی: بدون اقدام؛ فوریت: مهم؛ کد پیگیری 1389.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0003333,1,C_866894,,2021-03-14,2021-03-16,2021-03-16,برنامه خرید,مشتری برنامه تقریبی خرید دوره بعد را اعلام کرد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 1391.,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0003334,1,C_866894,P_866789,2021-11-27,2021-11-29,2021-11-29,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 1394.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0003335,1,C_866894,P_631577,2022-02-14,2022-02-15,2022-02-15,پیگیری سفارش,زمان,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0003336,1,C_866894,,2020-10-30,2020-10-31,2020-10-31,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 1398.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0003337,1,C_866894,P_RARE_Product_Family_05,2020-10-13,2020-10-13,2020-10-13,برنامه خرید,مشتری برنامه تقریبی خرید دوره بعد را اعلام کرد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 1401.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0003338,1,C_867370,P_003511,2020-10-03,2020-10-03,2020-10-03,کیفیت محصول,بازخورد کیفی مشتری دریافت و برای بررسی فنی ارجاع شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 1388.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0003339,1,C_867370,,2020-10-14,2020-10-16,2020-10-16,نمونه محصول,مشخصات نمونه و شرایط آزمون با مشتری هماهنگ شد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 1390.,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0003340,1,C_867370,P_003511,2020-09-14,2020-09-15,2020-09-15,پیگیری سفارش,زمان,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0003341,1,C_867370,P_146351,2021-02-04,2021-02-06,2021-02-06,کیفیت محصول,بازخورد کیفی مشتری دریافت و برای بررسی فنی ارجاع شد. اقدام بعدی: بازدید فنی؛ فوریت: مهم؛ کد پیگیری 1395.,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0003342,1,C_867370,P_003511,2020-11-22,2020-11-22,2020-11-22,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: بازدید فنی؛ فوریت: مهم؛ کد پیگیری 1397.,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0003343,1,C_867370,P_003511,2020-10-16,2020-10-17,2020-10-17,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: پیگیری تلفنی؛ فوریت: مهم؛ کد پیگیری 1400.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0003343,2,C_867370,P_003511,2020-10-16,2020-10-17,2020-10-20,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: پیگیری تلفنی؛ فوریت: مهم؛ کد پیگیری 1400. اطلاعات تکمیلی ثبت شد.,پیگیری تلفنی,اصلاح,CRM_ACTIVITIES,REP-002
